,id,rem_diz,rem_evro,rem_kosm,rooms_size,balcony,logia,dvor_view,street_view,merged_toilet,split_toilet,kids_allowed,pets_allowed,furn_in_rooms,furn_at_kitchen,bath,shower,washing,aircon,dishwaser,tv,freezer,internet,phone,ceiling_height,pass_lift,gruz_lift,trashprovod,link
0,271271157,1.0,0.0,0.0,140.0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,4,1,1,https://www.cian.ru/rent/flat/271271157
1,271634126,1.0,0.0,0.0,95.0,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3.5,1,1,0,https://www.cian.ru/rent/flat/271634126
2,271173086,0.0,1.0,0.0,116.0,0,0,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/271173086
3,272197456,0.0,1.0,0.0,95.0,0,0,1,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/272197456
4,273614615,0.0,1.0,0.0,38.0,0,0,1,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,0,3.9,1,1,1,https://www.cian.ru/rent/flat/273614615
5,274837728,1.0,0.0,0.0,64.39999999999999,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,3.2,1,1,1,https://www.cian.ru/rent/flat/274837728
6,273643908,0.0,1.0,0.0,140.0,0,0,1,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/273643908
7,274475342,0.0,1.0,0.0,63.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/274475342
8,273973191,0.0,1.0,0.0,95.0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,3.0,1,0,0,https://www.cian.ru/rent/flat/273973191
9,272900409,0.0,1.0,0.0,66.0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,3.1,1,0,1,https://www.cian.ru/rent/flat/272900409
10,271036964,0.0,1.0,0.0,94.0,0,0,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/271036964
11,273999490,0.0,1.0,0.0,53.0,3,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/273999490
12,274017037,1.0,0.0,0.0,80.0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/274017037
13,273231024,1.0,0.0,0.0,180.0,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,3,0,1,https://www.cian.ru/rent/flat/273231024
14,274839211,0.0,1.0,0.0,155.54,1,0,1,1,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274839211
15,274767901,1.0,0.0,0.0,157.5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,4,0,1,https://www.cian.ru/rent/flat/274767901
16,274995950,0.0,1.0,0.0,21.0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1,0,0,https://www.cian.ru/rent/flat/274995950
17,274945807,1.0,0.0,0.0,155.39999999999998,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/274945807
18,272911145,0.0,1.0,0.0,105.0,1,0,1,1,2,0,0,0,1,1,0,0,1,0,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/272911145
19,274748017,0.0,1.0,0.0,162.0,0,0,1,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274748017
20,273941734,0.0,1.0,0.0,50.0,0,0,0,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/273941734
21,274493570,0.0,1.0,0.0,77.0,1,0,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274493570
22,274849101,1.0,0.0,0.0,133.0,0,0,1,1,2,0,0,0,1,1,1,1,1,0,1,1,1,0,0,3.2,1,0,0,https://www.cian.ru/rent/flat/274849101
23,223918678,0.0,1.0,0.0,178.92,0,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,1,1,https://www.cian.ru/rent/flat/223918678
24,274391259,0.0,1.0,0.0,158.0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3.3,1,0,1,https://www.cian.ru/rent/flat/274391259
25,272945376,0.0,1.0,0.0,61.0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/272945376
26,272612966,0.0,1.0,0.0,139.0,1,0,1,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/272612966
27,271568490,1.0,0.0,0.0,123.0,0,0,0,1,2,0,1,0,1,1,0,0,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271568490
28,264664760,0.0,1.0,0.0,92.96000000000001,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/264664760
29,228923308,1.0,0.0,0.0,144.0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,3.0,1,1,1,https://www.cian.ru/rent/flat/228923308
30,267489303,0.0,0.0,1.0,250.0,0,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4.0,1,0,1,https://www.cian.ru/rent/flat/267489303
31,273353104,1.0,0.0,0.0,78.39999999999999,0,0,1,1,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,3.15,1,0,1,https://www.cian.ru/rent/flat/273353104
32,273353103,1.0,0.0,0.0,63.699999999999996,0,0,1,1,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,3.15,1,0,1,https://www.cian.ru/rent/flat/273353103
33,268321690,1.0,0.0,0.0,100.0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,3.2,2,1,1,https://www.cian.ru/rent/flat/268321690
34,269496185,1.0,0.0,0.0,112.0,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,3.2,1,1,0,https://www.cian.ru/rent/flat/269496185
35,272188531,0.0,1.0,0.0,30.799999999999997,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,4.15,1,0,1,https://www.cian.ru/rent/flat/272188531
36,272727784,0.0,1.0,0.0,59.49999999999999,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.0,1,0,1,https://www.cian.ru/rent/flat/272727784
37,267110043,1.0,0.0,0.0,70.0,1,0,0,1,0,2,1,0,1,1,1,1,1,0,1,1,1,1,1,3.0,1,1,1,https://www.cian.ru/rent/flat/267110043
38,265323319,1.0,0.0,0.0,93.31,0,0,1,1,0,2,1,0,1,1,1,1,1,0,1,1,1,1,1,3.15,1,0,1,https://www.cian.ru/rent/flat/265323319
39,265804792,1.0,0.0,0.0,147.0,1,0,1,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,3.8,1,0,1,https://www.cian.ru/rent/flat/265804792
40,239000408,1.0,0.0,0.0,125.99999999999999,0,0,1,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/239000408
41,271209314,1.0,0.0,0.0,115.49999999999999,0,0,1,1,0,2,0,1,1,1,1,1,1,0,1,1,1,1,1,3.35,1,1,1,https://www.cian.ru/rent/flat/271209314
42,269889430,1.0,0.0,0.0,133.0,0,0,1,1,0,2,0,1,1,1,1,1,1,0,1,1,1,1,1,4.05,1,0,1,https://www.cian.ru/rent/flat/269889430
43,241704098,1.0,0.0,0.0,117.6,0,0,1,1,0,2,1,0,1,1,1,1,1,0,1,1,1,1,1,3.35,1,1,1,https://www.cian.ru/rent/flat/241704098
44,239000331,1.0,0.0,0.0,175.0,0,0,1,1,0,3,0,1,1,1,1,1,1,0,1,1,1,1,1,3.2,1,1,1,https://www.cian.ru/rent/flat/239000331
45,272823500,0.0,1.0,0.0,59.49999999999999,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,3.0,1,0,1,https://www.cian.ru/rent/flat/272823500
46,274402813,0.0,1.0,0.0,70.0,0,0,1,1,3,0,1,1,1,1,0,0,1,0,0,1,1,0,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274402813
47,270190788,0.0,1.0,0.0,93.8,1,0,1,1,0,2,1,1,1,1,0,0,1,0,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/270190788
48,271265359,0.0,1.0,0.0,43.0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/271265359
49,274289253,1.0,0.0,0.0,59.49999999999999,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,3.0,1,0,1,https://www.cian.ru/rent/flat/274289253
50,274150874,1.0,0.0,0.0,105.0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274150874
51,274849686,0.0,1.0,0.0,81.0,0,0,1,1,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274849686
52,274315381,0.0,1.0,0.0,205.0,0,1,0,1,2,0,1,1,1,1,0,0,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274315381
53,273779074,0.0,1.0,0.0,40.0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,3.6,1,0,1,https://www.cian.ru/rent/flat/273779074
54,274217247,0.0,1.0,0.0,74.0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,3.8,1,0,1,https://www.cian.ru/rent/flat/274217247
55,272156997,0.0,1.0,0.0,118.99999999999999,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/272156997
56,274617827,0.0,1.0,0.0,150.0,0,0,1,0,2,0,1,1,0,1,0,0,1,0,0,1,1,0,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274617827
57,274252871,1.0,0.0,0.0,60.0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.0,2,1,1,https://www.cian.ru/rent/flat/274252871
58,269132104,0.0,1.0,0.0,30.0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,3.0,1,1,0,https://www.cian.ru/rent/flat/269132104
59,273911217,1.0,0.0,0.0,97.0,0,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/273911217
60,269716469,0.0,1.0,0.0,95.0,0,0,1,1,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,3.0,1,1,1,https://www.cian.ru/rent/flat/269716469
61,274137125,1.0,0.0,0.0,150.22,0,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274137125
62,274140104,1.0,0.0,0.0,109.0,0,0,1,0,4,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/274140104
63,271258034,0.0,1.0,0.0,123.0,0,1,1,0,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271258034
64,166833883,1.0,0.0,0.0,182.0,2,3,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,1,1,https://www.cian.ru/rent/flat/166833883
65,273798495,1.0,0.0,0.0,165.97,0,1,1,1,2,1,0,0,1,1,0,1,1,0,0,1,1,1,0,3.2,2,0,1,https://www.cian.ru/rent/flat/273798495
66,274810876,0.0,1.0,0.0,150.5,0,0,1,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/274810876
67,274199925,0.0,1.0,0.0,68.0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,3.0,1,0,1,https://www.cian.ru/rent/flat/274199925
68,274223065,1.0,0.0,0.0,40.0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/274223065
69,271264562,0.0,1.0,0.0,104.0,0,0,1,1,2,0,1,1,0,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271264562
70,272632345,1.0,0.0,0.0,72.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/272632345
71,274018110,1.0,0.0,0.0,122.49999999999999,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,3.1,1,1,1,https://www.cian.ru/rent/flat/274018110
72,274029603,0.0,1.0,0.0,112.0,0,0,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/274029603
73,274548856,1.0,0.0,0.0,82.0,0,0,1,0,2,0,1,1,1,1,0,0,1,0,0,1,1,0,0,3.2,2,2,1,https://www.cian.ru/rent/flat/274548856
74,271766412,0.0,1.0,0.0,159.0,1,0,1,0,2,0,0,0,0,1,0,1,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271766412
75,269165004,1.0,0.0,0.0,64.61,0,0,1,1,0,2,0,0,1,1,1,1,1,0,1,1,1,1,0,4.2,1,1,1,https://www.cian.ru/rent/flat/269165004
76,274105576,0.0,1.0,0.0,121.8,1,0,1,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274105576
77,273785180,0.0,1.0,0.0,103.0,0,0,1,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/273785180
78,273785183,0.0,1.0,0.0,93.0,0,0,1,1,3,0,1,1,1,1,1,0,1,1,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/273785183
79,273785185,0.0,1.0,0.0,93.0,1,1,1,1,3,0,1,1,1,1,1,0,0,1,1,1,1,1,1,3.2,1,0,0,https://www.cian.ru/rent/flat/273785185
80,274528249,1.0,0.0,0.0,31.499999999999996,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3.0,1,0,1,https://www.cian.ru/rent/flat/274528249
81,274431438,0.0,1.0,0.0,49.0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274431438
82,274064272,0.0,1.0,0.0,68.0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/274064272
83,273078340,1.0,0.0,0.0,70.0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,3.0,2,0,1,https://www.cian.ru/rent/flat/273078340
84,274359655,0.0,1.0,0.0,125.99999999999999,0,0,1,1,0,3,0,0,0,1,0,0,1,0,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/274359655
85,272226556,1.0,0.0,0.0,125.99999999999999,1,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/272226556
86,273114736,1.0,0.0,0.0,118.99999999999999,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/273114736
87,274319903,0.0,0.0,1.0,47.0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,3.0,1,1,1,https://www.cian.ru/rent/flat/274319903
88,273427928,1.0,0.0,0.0,54.0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,3.0,1,0,1,https://www.cian.ru/rent/flat/273427928
89,274296188,0.0,0.0,1.0,51.0,1,0,1,1,2,0,1,0,1,1,1,0,1,1,1,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/274296188
90,272887177,1.0,0.0,0.0,68.0,0,1,1,0,2,0,1,0,1,0,1,1,1,1,1,0,0,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/272887177
91,269319175,1.0,0.0,0.0,33.0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,3.5,2,0,1,https://www.cian.ru/rent/flat/269319175
92,269687656,0.0,1.0,0.0,66.0,0,0,1,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/269687656
93,274501292,1.0,0.0,0.0,84.0,0,0,1,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3.2,1,0,0,https://www.cian.ru/rent/flat/274501292
94,261980888,1.0,0.0,0.0,77.0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,0,0,1,0,2.8,2,2,1,https://www.cian.ru/rent/flat/261980888
95,272567246,1.0,0.0,0.0,89.0,1,0,1,0,3,0,1,1,1,1,0,0,1,0,0,1,1,0,0,3.2,1,0,0,https://www.cian.ru/rent/flat/272567246
96,274930877,1.0,0.0,0.0,116.0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,1,0,0,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/274930877
97,273576298,1.0,0.0,0.0,89.0,1,0,1,0,2,0,1,0,1,0,1,1,1,0,0,0,0,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/273576298
98,271108834,1.0,0.0,0.0,70.0,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/271108834
99,256631457,1.0,0.0,0.0,105.0,1,0,1,1,2,0,1,0,0,0,1,1,1,1,1,0,0,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/256631457
100,271988698,1.0,0.0,0.0,121.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,4,0,1,https://www.cian.ru/rent/flat/271988698
101,271305644,1.0,0.0,0.0,235.2,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3.2,1,0,0,https://www.cian.ru/rent/flat/271305644
102,271097684,1.0,0.0,0.0,110.0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,1,1,https://www.cian.ru/rent/flat/271097684
103,273106501,1.0,0.0,0.0,243.0,0,0,1,1,3,0,1,1,0,0,1,1,1,1,1,0,0,1,0,3.2,2,0,1,https://www.cian.ru/rent/flat/273106501
104,274066192,0.0,1.0,0.0,31.0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,2.8,1,0,1,https://www.cian.ru/rent/flat/274066192
105,273763131,0.0,0.0,0.0,63.699999999999996,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/273763131
106,273684904,0.0,1.0,0.0,35.0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,3.0,1,1,1,https://www.cian.ru/rent/flat/273684904
107,271542995,0.0,1.0,0.0,44.0,2,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271542995
108,273012299,0.0,1.0,0.0,42.0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/273012299
109,270282698,0.0,1.0,0.0,24.0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,3.0,3,3,0,https://www.cian.ru/rent/flat/270282698
110,274336333,0.0,1.0,0.0,64.0,0,0,1,0,2,0,1,0,1,1,0,0,1,0,1,1,1,1,0,5.5,1,0,0,https://www.cian.ru/rent/flat/274336333
111,272244255,0.0,1.0,0.0,62.99999999999999,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0,2,0,1,https://www.cian.ru/rent/flat/272244255
112,272701749,0.0,1.0,0.0,86.0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,3.0,1,0,0,https://www.cian.ru/rent/flat/272701749
113,271204399,0.0,1.0,0.0,109.0,0,0,1,0,2,0,0,0,1,1,0,1,1,0,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/271204399
114,274879736,0.0,0.0,1.0,53.0,0,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274879736
115,271827359,1.0,0.0,0.0,28.7,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271827359
116,256631941,1.0,0.0,0.0,72.0,0,0,0,1,2,0,1,1,1,0,1,1,1,1,1,0,0,1,0,3.0,1,0,0,https://www.cian.ru/rent/flat/256631941
117,272917777,0.0,1.0,0.0,66.5,1,0,1,1,0,2,0,0,1,1,0,0,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/272917777
118,252536547,0.0,0.0,1.0,91.0,0,0,1,0,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/252536547
119,274434108,1.0,0.0,0.0,48.0,0,0,1,0,2,0,1,0,1,1,0,1,1,1,1,1,1,1,0,3.2,2,2,0,https://www.cian.ru/rent/flat/274434108
120,272559990,1.0,0.0,0.0,44.099999999999994,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/272559990
121,269465572,0.0,1.0,0.0,132.29999999999998,1,0,1,1,0,2,0,0,1,1,0,0,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/269465572
122,263779667,1.0,0.0,0.0,80.0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,3.8,1,0,1,https://www.cian.ru/rent/flat/263779667
123,272128059,1.0,0.0,0.0,148.39999999999998,0,0,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/272128059
124,224335583,0.0,1.0,0.0,77.69999999999999,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/224335583
125,271627634,1.0,0.0,0.0,64.39999999999999,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271627634
126,274700592,0.0,0.0,0.0,82.0,0,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274700592
127,273231375,1.0,0.0,0.0,141.39999999999998,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/273231375
128,271586905,1.0,0.0,0.0,86.1,0,0,1,1,2,0,0,0,1,1,1,1,0,1,1,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271586905
129,274315960,1.0,0.0,0.0,91.0,1,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274315960
130,272845144,1.0,0.0,0.0,125.99999999999999,0,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3.2,1,0,1,https://www.cian.ru/rent/flat/272845144
131,274743086,0.0,1.0,0.0,154.0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3.2,4,0,1,https://www.cian.ru/rent/flat/274743086
132,271776317,0.0,1.0,0.0,144.0,0,0,1,0,2,0,1,1,1,1,0,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/271776317
133,267884643,1.0,0.0,0.0,111.0,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,3.2,1,1,1,https://www.cian.ru/rent/flat/267884643
134,274252226,0.0,1.0,0.0,150.5,0,0,1,0,0,4,1,1,0,1,0,0,1,0,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/274252226
135,273970263,1.0,0.0,0.0,100.0,1,0,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/273970263
136,269515978,1.0,0.0,0.0,120.0,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,0,0,1,0,3.2,1,0,1,https://www.cian.ru/rent/flat/269515978
137,267915862,1.0,0.0,0.0,280.0,0,0,1,0,4,0,1,1,0,1,0,0,1,0,0,1,1,0,0,3.2,1,0,0,https://www.cian.ru/rent/flat/267915862
138,273687210,0.0,1.0,0.0,228.0,0,0,0,1,0,3,1,1,1,1,0,0,1,1,1,1,1,1,0,3.2,1,0,0,https://www.cian.ru/rent/flat/273687210
139,274009456,0.0,1.0,0.0,35.0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274009456
140,274723871,0.0,1.0,0.0,36.0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,2.5,1,1,1,https://www.cian.ru/rent/flat/274723871
141,274548003,0.0,0.0,1.0,40.0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,2.8,2,0,1,https://www.cian.ru/rent/flat/274548003
142,229808794,1.0,0.0,0.0,21.0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.0,2,2,0,https://www.cian.ru/rent/flat/229808794
143,274903280,0.0,1.0,0.0,50.0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,3.0,2,0,1,https://www.cian.ru/rent/flat/274903280
144,271439388,0.0,1.0,0.0,30.0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2.8,1,0,1,https://www.cian.ru/rent/flat/271439388
145,273474991,0.0,1.0,0.0,32.0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2.8,1,1,1,https://www.cian.ru/rent/flat/273474991
146,274135582,0.0,1.0,0.0,33.0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,3.2,1,0,1,https://www.cian.ru/rent/flat/274135582
147,274880892,1.0,0.0,0.0,72.1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/274880892
148,271716464,0.0,1.0,0.0,53.0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,3.0,1,0,1,https://www.cian.ru/rent/flat/271716464
149,271249218,1.0,0.0,0.0,44.0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,3.0,1,0,1,https://www.cian.ru/rent/flat/271249218
150,274012210,0.0,1.0,0.0,46.0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,3.4,1,0,1,https://www.cian.ru/rent/flat/274012210
151,269317588,1.0,0.0,0.0,32.0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,2.4,2,2,0,https://www.cian.ru/rent/flat/269317588
